name,phone,website,full address,city,state,zip,latitude,longitude,google rating,review count,category,hours,is_24_7,is_mobile,dupe_count
Xtreme Diesel,+1 479-651-3363,https://www.facebook.com/xtremedieselservices/,"6622 Alma Hwy, Van Buren, AR 72956",Van Buren,Arkansas,72956,35.4671407,-94.2644672,4.7,65,Diesel engine repair service,Friday: ['Closed']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
A-1 Wrecker & Diesel,+1 870-732-1010,https://a1wreckerdiesel.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,"1408 Thompson Ave, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1478494,-90.1666834,3.1,74,Towing service,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Ant Diesel Repair,+1 901-254-2163,,"2315 N Autumn St, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.140425,-90.1557758,,,Diesel engine repair service,,no,no,1
Boss Truck Shop,+1 870-551-7000,http://www.bosstruckshops.com/,"400 Mound City Rd, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1498576,-90.1279841,2.7,25,Truck repair shop,Friday: ['7AM-11PM']; Monday: ['7AM-11PM']; Saturday: ['8AM-4PM']; Sunday: ['Closed']; Thursday: ['7AM-11PM']; Tuesday: ['7AM-11PM']; Wednesday: ['7AM-11PM'],no,no,1
Brothers Roadservice,+1 870-902-9291,,"381 Front St, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1300593,-90.1930063,3.7,3,Diesel engine repair service,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Cliff Carter's Wrecker Service,+1 870-735-4285,https://cliffcarterbodyshopar.com/,"479 AR-77, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1745992,-90.1849878,4.8,92,Auto repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
ELH Truck & Trailer,+1 870-629-5034,http://www.elhtruckrepair.com/,"3657 Southland Dr, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1600147,-90.1408466,4.3,222,Truck repair shop,Friday: ['8AM-11PM']; Monday: ['8AM-11PM']; Saturday: ['8AM-11PM']; Sunday: ['9AM-5PM']; Thursday: ['8AM-11PM']; Tuesday: ['8AM-11PM']; Wednesday: ['8AM-11PM'],no,no,1
Garretteed Diesel Repair,+1 870-923-3238,,"1511 E Broadway Ave, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1461453,-90.1657026,1.6,7,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Grade A Mobile Truck & Trailer Repair LLC,+1 901-631-3808,,"610 N Missouri St Ste 5, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1536145,-90.1851891,5,2,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,1
McIver Truck & Trailer,+1 662-560-7882,,"4000 I-55, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.149149,-90.133425,4.7,71,Truck repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Ouachita Trailer Sales - Memphis,+1 870-394-5985,https://www.ouachitatrailers.com/,"6044 W Broadway Ave, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1467226,-90.2308765,5,43,Trailer dealer,Friday: ['Closed']; Monday: ['9AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['9AM-5PM']; Tuesday: ['9AM-5PM']; Wednesday: ['9AM-5PM'],no,no,1
PSC - Polar Service Center,+1 870-732-0404,https://polarservicecenters.com/,"615 Petro Cove, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1524328,-90.1296492,4.2,210,Truck repair shop,Friday: ['7AM-5PM']; Monday: ['7AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['7AM-5PM']; Tuesday: ['7AM-5PM']; Wednesday: ['7AM-5PM'],no,no,1
Speedco Truck Lube and Tires,+1 870-732-9281,https://www.loves.com/locations/951,"4300 Petro Rd, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1540647,-90.1294027,3.5,686,Truck repair shop,Friday: ['6AM-10PM']; Monday: ['6AM-10PM']; Saturday: ['8AM-6PM']; Sunday: ['8AM-6PM']; Thursday: ['6AM-10PM']; Tuesday: ['6AM-10PM']; Wednesday: ['6AM-10PM'],no,no,1
Speedway tires. Truck & trailer repair,+1 817-210-8750,,"1212 Martin Luther King Jr Dr, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1600786,-90.1350113,5,12,Tire shop,Friday: ['7:30AM-10PM']; Monday: ['7:30AM-10PM']; Saturday: ['7:30AM-10PM']; Sunday: ['7:30AM-6PM']; Thursday: ['7:30AM-10PM']; Tuesday: ['7:30AM-10PM']; Wednesday: ['7:30AM-10PM'],no,no,1
T.A.C'S Mobile Mechanic and Repair,+1 901-467-5051,,"609 S 3rd St, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1387822,-90.1823392,4.5,16,Mechanic,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,1
TA Truck Service,+1 870-702-5550,https://www.ta-petro.com/,"3900 Petro Rd, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1540411,-90.1336431,3.3,746,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
TDC Automotive LLC,+1 870-394-9537,https://www.tdcautomotive.org/,"389 AR-77, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1730956,-90.1851708,4.8,115,Auto repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
TJ's Fab and Mobile Repair Truck & Tanker Service,+1 901-607-6688,https://www.tjsfabandmobile.com/,"803 E Barton Ave, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1567019,-90.1745572,5,18,Truck repair shop,Friday: ['7AM-5PM']; Monday: ['7AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['7AM-5PM']; Tuesday: ['7AM-5PM']; Wednesday: ['7AM-5PM'],no,yes,1
The Shop,+1 470-786-2366,,"1201 E Jefferson Ave, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1350777,-90.1695743,,,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
The Truck shop and Mobile Truck Repair,+1 870-558-8680,,"400 Mound City Rd, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1500769,-90.1277642,,,Truck repair shop,,no,yes,1
Tim's Mobile Truck and Trailer Repair,+1 870-636-3720,,"1405 Hickory Cir, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1550267,-90.2147027,3.4,5,Repair service,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,yes,1
Tom Sawyer's RV Park,+1 870-735-9770,http://tomsawyersrvpark.com/,"1286 S 8th St, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1295823,-90.1670595,4.4,1178,RV park,,no,no,1
TrailersPlus,+1 870-376-5196,https://www.trailersplus.com/Arkansas/West_Memphis/inventory/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp%26y_source%3D1_OTY0OTc1Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%253D%253D,"1105 Martin Luther King Jr Dr, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1574377,-90.1346224,4.8,281,Trailer repair shop,"Friday: ['9AM-5:30PM']; Monday: ['Closed']; Saturday: ['9AM-12PM', '1-5:30PM']; Sunday: ['Closed']; Thursday: ['9AM-5:30PM']; Tuesday: ['9AM-5:30PM']; Wednesday: ['9AM-5:30PM']",no,no,1
Tri State Auto Services,+1 508-933-2587,https://www.facebook.com/profile.php%3Fid%3D61565975578260,"127 Roosevelt Ave, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1529242,-90.1870559,5,37,Auto repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
USA Truck Inc,+1 479-471-2500,https://www.dbschenker.com/,"2600 N Service Rd, West Memphis, AR 72301",West Memphis,Arkansas,72301,35.1577444,-90.1530771,3.9,181,Trucking company,,no,no,1
M.T. Truck and Trailer Repair,+1 909-600-8440,https://mttruckandtrailerrepair.com/,"12200 Hibiscus Rd, Adelanto, CA 92301",Adelanto,California,92301,34.5668445,-117.3988077,4.8,21,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Thomas mobile mechanic services,+1 310-999-2711,,"57234 CA-127, Baker, CA 92309",Baker,California,92309,35.270331,-116.0754365,4.9,36,Mechanic,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,1
Abel’s Road Service,+1 760-680-8850,,"930 Lillian Dr, Barstow, CA 92311",Barstow,California,92311,34.8901874,-117.0149806,5,19,Mechanic,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Barstow Automotive,+1 760-256-7108,,"1741 Main St #1, Barstow, CA 92311",Barstow,California,92311,34.8945904,-117.0500202,3.7,31,Auto repair shop,,no,no,1
Barstow Truck Service,+1 760-256-3031,,"2452 Main St, Barstow, CA 92311",Barstow,California,92311,34.8887667,-117.0669808,1,1,Diesel engine repair service,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Best Roadside Essentials Truck -Trailer Repair,+1 909-491-1790,https://bestroadsideessentials.com/,"2955 Lenwood Rd, Barstow, CA 92311",Barstow,California,92311,34.8581755,-117.089536,4.2,109,Truck repair shop,Friday: ['7AM-9PM']; Monday: ['7AM-9PM']; Saturday: ['7AM-9PM']; Sunday: ['7AM-8PM']; Thursday: ['7AM-9PM']; Tuesday: ['7AM-9PM']; Wednesday: ['7AM-9PM'],no,no,1
Beto's Polishing,+1 442-469-7801,https://betospolishing.com/,"2970 Lenwood Rd, Barstow, CA 92311",Barstow,California,92311,34.8555985,-117.0908518,5,2,Truck repair shop,Friday: ['7AM-7PM']; Monday: ['7AM-7PM']; Saturday: ['7AM-7PM']; Sunday: ['7AM-7PM']; Thursday: ['7AM-7PM']; Tuesday: ['7AM-7PM']; Wednesday: ['7AM-7PM'],no,no,1
Chema’s Tire Road Service,+1 760-995-1297,,"2531 Main St, Barstow, CA 92311",Barstow,California,92311,34.8878833,-117.0730721,5,39,Tire repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Closed']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Elite Auto And Fleet,+1 760-957-7735,,"801 Main St #2671, Barstow, CA 92311",Barstow,California,92311,34.8973926,-117.0362228,4.3,70,Auto repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Enrique's Truck & Trailer Repair,+1 442-867-8921,https://enriquestruckandtrailerrepair.com/,"25446 Be Joal St, Barstow, CA 92311",Barstow,California,92311,34.8763913,-117.1058806,4.6,45,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Hi Desert Diesel,+1 760-254-2615,,"801 Main St, Barstow, CA 92311",Barstow,California,92311,34.8971733,-117.0364364,4.3,7,Truck repair shop,Friday: ['9AM-5PM']; Monday: ['9AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['9AM-5PM']; Tuesday: ['9AM-5PM']; Wednesday: ['9AM-5PM'],no,no,1
Highway Tire & Diesel Repair,+1 442-867-0436,https://www.highwaytiredieselrepair.com/,"201 E Cottage St, Barstow, CA 92311",Barstow,California,92311,34.9023852,-117.0255692,5,40,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
In & Out Truck and Reefer Repair,+1 760-718-8822,http://www.inotruckrepairs.com/,"2441 Main St, Barstow, CA 92311",Barstow,California,92311,34.8890437,-117.0681975,3.7,469,Truck repair shop,Friday: ['7AM-10PM']; Monday: ['7AM-10PM']; Saturday: ['7AM-10PM']; Sunday: ['8AM-6PM']; Thursday: ['7AM-10PM']; Tuesday: ['7AM-10PM']; Wednesday: ['7AM-10PM'],no,no,1
J & S Repair and Service L.L.C.,+1 442-867-1291,https://jsrepairandservice.com/,"24520 Sweeten Ln, Barstow, CA 92311",Barstow,California,92311,34.8643971,-117.1263025,5,5,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
J's diesel truck repair,+1 909-232-6594,,"2320 E Main St, Barstow, CA 92311",Barstow,California,92311,34.8817722,-116.9831266,5,5,Diesel engine repair service,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['7AM-12AM']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Koch Mobile Repair,+1 760-713-4968,,"3799 Sweeten Ln, Barstow, CA 92311",Barstow,California,92311,34.8641455,-117.1265564,3.5,17,Truck repair shop,,no,yes,1
Love's Truck Care,+1 760-253-4080,https://www.loves.com/locations/374,"2974 Lenwood Rd, Barstow, CA 92311",Barstow,California,92311,34.8567367,-117.0930606,3.1,73,Truck repair shop,Friday: ['6AM-11PM']; Monday: ['6AM-11PM']; Saturday: ['6AM-11PM']; Sunday: ['6AM-11PM']; Thursday: ['6AM-11PM']; Tuesday: ['6AM-11PM']; Wednesday: ['6AM-11PM'],no,no,1
M&M’s Auto Repair,+1 760-957-7335,http://mmscarrepair.square.site/,"931 Armory Rd, Barstow, CA 92311",Barstow,California,92311,34.8851503,-117.0150645,4.8,51,Auto repair shop,Friday: ['9AM-5PM']; Monday: ['9AM-5PM']; Saturday: ['9AM-2PM']; Sunday: ['Closed']; Thursday: ['9AM-5PM']; Tuesday: ['9AM-5PM']; Wednesday: ['9AM-5PM'],no,no,1
Mobile Roadside Tire Shop,+1 909-737-2813,,"105 Ave F, Barstow, CA 92311",Barstow,California,92311,34.8952656,-117.040754,4.7,30,Tire shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,1
Mobile Tires ROAD SERVICE 24HRS (Semi Truck ONLY),+1 760-267-3383,https://www.facebook.com/gonzalezmobiletires/,"108 Cal Ave SPC87, Barstow, CA 92311",Barstow,California,92311,34.8892552,-117.0015788,5,12,Tire service,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['3-5PM']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,1
So-Cal R.V. Center,+1 760-307-5147,,"28745 Old Hwy 58, Barstow, CA 92311",Barstow,California,92311,34.9136181,-117.0333191,4.5,80,RV repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
TA Travel Center,+1 760-253-2922,https://www.ta-petro.com/location/ca/ta-barstow,"2930 Lenwood Rd, Barstow, CA 92311",Barstow,California,92311,34.8537129,-117.0888898,4,2377,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
TA Truck Service,+1 760-237-8845,https://www.ta-petro.com/location/ca/ta-barstow,"2930 Lenwood Rd, Barstow, CA 92311",Barstow,California,92311,34.8531627,-117.0908907,4,203,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
The New Vernon Truck Wash & Chrome Shop of Barstow,+1 760-256-0306,http://www.thenewvernontruckwash.com/,"2351 Main St, Barstow, CA 92311",Barstow,California,92311,34.8912412,-117.0629506,4.6,336,Truck accessories store,Friday: ['7AM-9PM']; Monday: ['7AM-9PM']; Saturday: ['7AM-9PM']; Sunday: ['7AM-9PM']; Thursday: ['7AM-9PM']; Tuesday: ['7AM-9PM']; Wednesday: ['7AM-9PM'],no,no,2
Enrique Truck & Trailer Repair,+1 760-577-9537,,"33279 A St, Daggett, CA 92327",Daggett,California,92327,34.8573327,-116.8890738,4.7,44,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
I40 Road Service & Truck and trailer Repair - Barstow,+1 760-718-0003,,"38870 Tami Rd, Newberry Springs, CA 92365",Newberry Springs,California,92365,34.95893,-116.662751,4.8,103,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Weekend Hero RV,+1 760-205-3414,http://weekendherorv.com/,"34530 Minneola Rd, Newberry Springs, CA 92365",Newberry Springs,California,92365,34.880449,-116.7689579,5,37,RV repair shop,Friday: ['8AM-3PM']; Monday: ['8AM-5PM']; Saturday: ['10AM-3PM']; Sunday: ['9AM-3PM']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
SANTA ROSA MOBILE MECHANICS,+1 415-828-5250,http://www.santarosamobilemechanics.com/,"614 Santa Rosa Ave, Santa Rosa, CA 95404",Santa Rosa,California,95404,38.432682,-122.711104,1.7,6,Auto repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,1
Andy’s Truck and Trailer Repair,+1 610-990-1677,http://andystruckandtrailerrepair.com/,"100 E Lea Blvd, Wilmington, DE 19802",Wilmington,Delaware,19802,39.7602882,-75.5199816,4.6,66,Auto repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
On Demand Automotive,+1 302-384-2849,http://www.ondemandoc.com/,"755 Kiamensi Rd, Wilmington, DE 19804",Wilmington,Delaware,19804,39.7257333,-75.6322537,4.8,60,Auto repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Reddot Truck Service Inc.,+1 877-733-3680,https://www.reddottruckservice.com/,"1221 E 12th St, Wilmington, DE 19802",Wilmington,Delaware,19802,39.7417852,-75.5319886,3.4,44,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Truck and Trailer Repair,+1 404-363-0716,https://www.ckltruckrepair.com/,"1880 Joy Lake Rd, Morrow, GA 30260",Morrow,Georgia,30260,33.6081476,-84.3281459,4.7,162,Truck repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['9AM-2PM']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Diesel Truck Repair of Wilmington,+1 815-401-9105,http://dtrofwilmington.com/,"500 Davy Ln, Wilmington, IL 60481",Wilmington,Illinois,60481,41.3093377,-88.1583748,4.9,46,Truck repair shop,Friday: ['7AM-5PM']; Monday: ['7AM-5PM']; Saturday: ['7AM-12PM']; Sunday: ['Closed']; Thursday: ['7AM-5PM']; Tuesday: ['7AM-5PM']; Wednesday: ['7AM-5PM'],no,no,1
Meredith Truck and Trailer Repair - Truck/Trailer Roadside Repair,+1 901-500-6612,,"520 MS-309 Suite 002, Byhalia, MS 38611",Byhalia,Mississippi,38611,34.8580393,-89.6915548,4.7,28,Mechanic,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Cummings Diesel Repair,,,"8523 US-51, Coldwater, MS 38618",Coldwater,Mississippi,38618,34.6753237,-89.9786839,5,18,Diesel engine repair service,Friday: ['8AM-6PM']; Monday: ['8AM-6PM']; Saturday: ['8AM-6PM']; Sunday: ['Closed']; Thursday: ['8AM-6PM']; Tuesday: ['8AM-6PM']; Wednesday: ['8AM-6PM'],no,no,1
A MOBILE MECHANIC SERVICES,+1 601-927-8754,,"270 Marla Ave, Jackson, MS 39204",Jackson,Mississippi,39204,32.2798439,-90.21805,4.3,66,Auto repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,yes,1
ProTech Truck and Trailer,+1 901-361-6242,,"1170 Gwynn Rd Bldg B, Nesbit, MS 38651",Nesbit,Mississippi,38651,34.8779484,-90.0071883,4.2,44,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Camping World RV Service - Olive Branch,+1 888-671-8595,https://rv.campingworld.com/dealer/olive-branch-mississippi/rv-service-repair,"8150 New, Craft Rd, Olive Branch, MS 38654",Olive Branch,Mississippi,38654,34.9792436,-89.862505,5,1,RV repair shop,Friday: ['9AM-6PM']; Monday: ['9AM-6PM']; Saturday: ['9AM-6PM']; Sunday: ['Closed']; Thursday: ['9AM-6PM']; Tuesday: ['9AM-6PM']; Wednesday: ['9AM-6PM'],no,no,1
Little & Sons Truck Repair,+1 662-420-7210,http://littleandsonstruckrepair.com/,"11153 MS-178, Olive Branch, MS 38654",Olive Branch,Mississippi,38654,34.9301791,-89.7925361,4.9,109,Truck repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,no,1
Specialized Truck Repair,+1 662-893-8785,https://www.specializedtruckrepair.com/,"11153 MS-178, Olive Branch, MS 38654",Olive Branch,Mississippi,38654,34.930227,-89.792626,3.7,111,Truck repair shop,,no,no,1
Town & Country Mobile RV Service & Repair,+1 662-890-1623,http://townandcountryrvservice.com/,"9755 College Rd, Olive Branch, MS 38654",Olive Branch,Mississippi,38654,34.9159135,-89.8165615,4.5,93,RV repair shop,Friday: ['8AM-5PM']; Monday: ['8AM-5PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-5PM']; Tuesday: ['8AM-5PM']; Wednesday: ['8AM-5PM'],no,yes,1
Pro Truck Repair Memphis,+1 901-531-9390,https://www.protruckrepair.com/memphis-tn/,"951 Town and Country Dr, Southaven, MS 38671",Southaven,Mississippi,38671,34.9940174,-90.0068149,4.2,10,Truck repair shop,Friday: ['Open 24 hours']; Monday: ['Open 24 hours']; Saturday: ['Open 24 hours']; Sunday: ['Open 24 hours']; Thursday: ['Open 24 hours']; Tuesday: ['Open 24 hours']; Wednesday: ['Open 24 hours'],yes,no,1
Red Dot Auto Mobile Service LLC,+1 901-569-3974,http://reddotautomobileservice.com/,"Southaven, MS 38671",Southaven,Mississippi,38671,34.9837306,-89.9906734,5,41,Mechanic,Friday: ['8AM-6PM']; Monday: ['8AM-6PM']; Saturday: ['Closed']; Sunday: ['Closed']; Thursday: ['8AM-6PM']; Tuesday: ['8AM-6PM']; Wednesday: ['8AM-6PM'],no,yes,1
