filename,name,city,state,address,phone,website,lat,lng,rating,reviews,services
shop-nc-appalachian-rv-repair-parts-service-marion.html,Appalachian RV Repair - Parts & Service,Marion,NC,"5606 Nc 226 S, Marion, NC 28752",+18284421578,http://appalachianrvrepair.com/,35.642589799999996,-81.9335536,4.8,160,Roadside|RV
shop-nc-archers-heavy-hauling-and-diesel-repair-wilmington.html,ARCHERS HEAVY HAULING AND DIESEL REPAIR,Wilmington,NC,"2012 Castle Hayne Rd, Wilmington, NC 28401",+19105998896,,34.2759867,-77.9246295,3.6,16,
shop-nc-archie-sons-diesel-repair-goldsboro.html,Archie & Sons Diesel Repair,Goldsboro,NC,"2379 US-13 A, Goldsboro, NC 27534",+19192210008,https://www.archieandsonsdieselrepair.com/,35.401385,-77.901704,5.0,107,Truck specialist|Engine|Brakes|Electrical
shop-nc-asheville-habitat-for-humanity-restore-asheville.html,Asheville Habitat for Humanity ReStore,Asheville,NC,"31 Meadow Rd, Asheville, NC 28803",+18282546706,http://www.ashevillehabitat.org/restore,35.5689561,-82.5470706,4.4,523,
shop-nc-asheville-mobile-mechanic-asheville.html,Asheville Mobile Mechanic,Asheville,NC,"785A New Leicester Hwy, Asheville, NC 28806",+18287074071,http://ashevillemobilemechanic.com/,35.613026999999995,-82.6432559,4.9,201,Roadside|Engine|Electrical
shop-nc-asheville-mobile-truck-repair-asheville.html,Asheville Mobile Truck Repair,Asheville,NC,"119 Thompson St, Asheville, NC 28803",+18288274635,http://ashevillemobiletruckrepair.com/,35.5734967,-82.5265909,4.0,4,Roadside|24/7|Truck specialist|Tire|Engine|Trailer|Brakes|Electrical
shop-nc-asheville-rpm-mobile-mechanic-asheville.html,Asheville RPM Mobile Mechanic,Asheville,NC,"1310 Patton Ave, Asheville, NC 28806",+18283838954,,35.597322,-82.620273,5.0,6,Roadside
shop-nc-atlantic-auto-and-diesel-llc-raleigh.html,Atlantic Auto and Diesel LLC,Raleigh,NC,"3820 Opportunity Ln, Raleigh, NC 27603",+19198150432,https://www.atlanticautodiesel.com/,35.661041399999995,-78.70620939999999,4.9,29,Truck specialist|Tire|Engine|Electrical
shop-nc-barbour-s-towing-truck-repair-raleigh.html,Barbour's Towing & Truck Repair,Raleigh,NC,"300 S Rogers Ln, Raleigh, NC 27610",+19197903827,https://barbourstowing.com/,35.7730536,-78.55402699999999,4.3,1095,Roadside|24/7|Truck specialist|RV|Tire|Engine|Trailer|Electrical
shop-nc-baskerville-mobile-auto-repair-raleigh.html,Baskerville Mobile Auto Repair,Raleigh,NC,"Raleigh, NC 27616",+14343217999,,35.877440899999996,-78.5547283,4.5,13,Roadside
shop-nc-big-rig-truck-and-trailer-repair-llc-hendersonville.html,"Big Rig Truck and Trailer Repair,LLC",Hendersonville,NC,"528 Whispering Hills Dr, Hendersonville, NC 28791",+18287132086,,35.386948,-82.482108,3.5,27,24/7
shop-nc-big-trav-s-mobile-auto-repair-hd-diesel-repair-llc-mcleansville.html,Big Trav's Mobile Auto Repair & HD Diesel Repair LLC,McLeansville,NC,"5305 McLeansville Rd, McLeansville, NC 27301",+13367726268,,36.0982202,-79.6693088,4.6,36,Roadside
shop-nc-bj-s-camper-rv-repair-llc-thomasville.html,BJ’S Camper & RV Repair LLC,Thomasville,NC,"1490 National Hwy, Thomasville, NC 27360",+13365540204,https://m.facebook.com/profile.php/%3Fid%3D100089902931788,35.926301599999995,-80.05656379999999,5.0,129,24/7
shop-nc-blue-compass-rv-south-raleigh-benson.html,Blue Compass RV South Raleigh,Benson,NC,"805 Old Roberts Rd, Benson, NC 27504",+19199344710,https://www.bluecompassrv.com/locations/north-carolina/south-raleigh%3Futm_source%3Dgoogle-gmb%26utm_medium%3Dorganic%26utm_campaign%3Dsouthraleigh,35.522193699999995,-78.5604731,4.3,442,
shop-nc-blue-compass-rv-winston-salem-rural-hall.html,Blue Compass RV Winston-Salem,Rural Hall,NC,"6725 University Pkwy, Rural Hall, NC 27045",+18887462351,https://www.bluecompassrv.com/locations/north-carolina/winston-salem%3Futm_source%3Dgoogle-gmb%26utm_medium%3Dorganic%26utm_campaign%3Dwinstonsalem,36.2142665,-80.2830465,4.4,1156,
shop-nc-blue-ridge-hiking-company-asheville.html,Blue Ridge Hiking Company,Asheville,NC,"70 College St, Asheville, NC 28801",+18287135451,http://blueridgehikingco.com/,35.595444,-82.55269799999999,5.0,329,
shop-nc-bluewater-marine-rv-service-transport-wilmington.html,Bluewater Marine & RV Service & Transport,Wilmington,NC,"2010 Capital Dr, Wilmington, NC 28405",+19102568328,http://www.bluewater-marine-rv.com/,34.2813679,-77.8748742,4.5,8,
shop-nc-brand-new-brakes-mobile-brake-repair-wilmington.html,Brand New Brakes - Mobile Brake Repair,Wilmington,NC,"2509 College Rd Unit C, Wilmington, NC 28412",+19103982716,http://www.brandnewbrakes.com/,34.1988803,-77.8883358,5.0,603,Roadside|Tire|Brakes
shop-nc-brothers-new-and-used-tires-auto-mechanics-and-mobile-services-greensbor.html,Brothers New and Used Tires Auto mechanics and mobile services,Greensboro,NC,"4626 W Gate City Blvd, Greensboro, NC 27407",+12406724162,,36.031344,-79.86881609999999,4.9,116,Roadside|24/7
shop-nc-bryant-s-truck-trailer-rpr-winston-salem.html,Bryant's Truck & Trailer Rpr,Winston-Salem,NC,"310 Kapp St, Winston-Salem, NC 27105",+13366610702,http://bryants-rpr.jany.io/,36.150477599999995,-80.2378487,4.7,63,Truck specialist|Engine|Trailer|Brakes
shop-nc-bryant-sons-unlimited-inc-wilmington.html,Bryant & Sons Unlimited Inc.,Wilmington,NC,"351 Shipyard Blvd, Wilmington, NC 28412",+19103620320,https://www.bryantsons.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,34.1919529,-77.9385326,4.2,59,24/7
shop-nc-bulldog-rv-solutions-llc-wilmington.html,Bulldog RV Solutions LLC,Wilmington,NC,"4914 Carol St, Wilmington, NC 28412",+19102326890,https://bulldogrvsolutions.com/,34.1464523,-77.9116025,4.9,88,Roadside|RV
shop-nc-burt-ernie-s-diesel-service-llc-bolivia.html,"Burt & Ernie's Diesel Service, LLC",Bolivia,NC,"4370 Reynolds Ln SE, Bolivia, NC 28422",+19107421594,,34.079129099999996,-78.1389054,5.0,4,
shop-nc-byrd-automotive-and-towing-winston-salem.html,Byrd Automotive and towing,Winston-Salem,NC,"1204 Waughtown St, Winston-Salem, NC 27107",+13364862193,,36.068609099999996,-80.2136361,3.7,20,
shop-nc-c-e-truck-auto-services-llc-statesville.html,C&E Truck & Auto Services LLC,Statesville,NC,"3906 Wilkesboro Hwy, Statesville, NC 28625",+17043803595,https://www.facebook.com/pages/CE-Truck-Auto-Services/237497336456037,35.9197221,-80.95404409999999,4.6,58,
shop-nc-callahan-s-auto-service-center-greensboro.html,Callahan's Auto Service Center,Greensboro,NC,"2926 Battleground Ave, Greensboro, NC 27408",+13362862020,http://callahansautomotive.com/,36.114131199999996,-79.83388459999999,4.8,,Tire|Engine|Cooling|Brakes|Electrical
shop-nc-campfire-rv-service-repair-llc-timberlake.html,Campfire RV Service & Repair LLC,Timberlake,NC,"83 Rocky Bluff Ln, Timberlake, NC 27583",+19196983507,http://www.campfirervservicerepair.com/,36.2747643,-78.9279042,5.0,17,RV
shop-nc-camping-world-hendersonville-hendersonville.html,Camping World - Hendersonville,Hendersonville,NC,"2918 N Rugby Rd, Hendersonville, NC 28791",+18887624539,https://rv.campingworld.com/dealer/hendersonville-north-carolina,35.4027034,-82.5152016,4.2,4230,Roadside|24/7|Truck specialist|RV|Tire|Engine|Trailer|Electrical
shop-nc-camping-world-rv-collision-center-greensboro.html,Camping World RV Collision Center,Greensboro,NC,"1069 Boulder Rd, Greensboro, NC 27409",+18882488159,https://rv.campingworld.com/dealer/colfax-north-carolina/rv-collision,36.05766,-79.93466,3.3,21,Roadside|24/7|RV|Tire|Engine|Trailer|Electrical
shop-nc-camping-world-rv-service-statesville-statesville.html,Camping World RV Service - Statesville,Statesville,NC,"1220 Morland Dr, Statesville, NC 28677",+18778744502,https://rv.campingworld.com/dealer/statesville-north-carolina/rv-service-repair,35.7660832,-80.8611492,5.0,1,24/7|RV|Tire|Engine|Electrical
shop-nc-cape-fear-auto-clinic-tires-wilmington.html,Cape Fear Auto Clinic & Tires,Wilmington,NC,"120 Bryan Rd, Wilmington, NC 28412",+19107890450,http://capefearautoclinic.com/,34.170488899999995,-77.94452419999999,4.8,110,Roadside|RV|Tire|Engine|Trailer|Brakes|Electrical
shop-nc-cape-fear-services-center-inc-wilmington.html,Cape Fear Services Center Inc,Wilmington,NC,"2102 US-421, Wilmington, NC 28401",+19103438668,,34.203323999999995,-77.94083169999999,5.0,1,
shop-nc-carolina-auto-service-winston-salem.html,Carolina Auto Service,Winston-Salem,NC,"160 Hanes Mall Cir, Winston-Salem, NC 27103",+13367658599,https://carolinamobileautoservice.com/,36.0656043,-80.3035084,4.6,257,Roadside|24/7|Truck specialist|Engine|Cooling|Brakes
shop-nc-carolina-camper-works-service-knightdale.html,Carolina Camper Works Service,Knightdale,NC,"8820 Knightdale Blvd, Knightdale, NC 27545",+19192660667,http://carolinacamperworks.com/,35.8033146,-78.437255,4.6,61,RV|Trailer
shop-nc-carolina-cat-asheville-nc-asheville.html,"Carolina Cat - Asheville, NC",Asheville,NC,"40 Interstate Blvd, Asheville, NC 28806",+18282512500,https://carolinacat.com/construction/company/locations/asheville-nc-2/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp%26utm_content%3Dasheville,35.550255199999995,-82.6057103,4.3,44,
shop-nc-carolina-diesel-performance-hamptonville.html,Carolina Diesel Performance,Hamptonville,NC,"1601 US-21, Hamptonville, NC 27020",+13365235118,https://carolinadieselperf.com/,36.0702266,-80.7469213,5.0,10,Truck specialist
shop-nc-carolina-diesel-repair-pleasant-garden.html,Carolina Diesel Repair,Pleasant Garden,NC,"4620 Pleasant Garden Rd, Pleasant Garden, NC 27313",+13366742444,,35.969583199999995,-79.7653382,4.7,10,
shop-nc-carolina-diesel-services-llc-statesville.html,Carolina Diesel Services LLC,Statesville,NC,"1455 Winston Ave, Statesville, NC 28677",+17048711979,,35.7688217,-80.9038406,4.3,21,
shop-nc-carolina-industrial-trucks-statesville-nc-statesville.html,"Carolina Industrial Trucks - Statesville, NC",Statesville,NC,"2600 Salisbury Hwy, Statesville, NC 28677",+17049248523,https://www.citrucks.com/,35.7579172,-80.7902045,3.0,4,Truck specialist|Tire
shop-nc-carolina-on-site-mobile-service-winston-salem.html,Carolina On Site Mobile Service,Winston-Salem,NC,"3150 University Pkwy, Winston-Salem, NC 27105",+13368002634,https://www.carolinaonsite.com/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dwebsite-button,36.1312983,-80.2642347,4.9,7,Roadside
shop-nc-carolina-rv-sales-service-inc-asheville.html,Carolina RV Sales & Service Inc,Asheville,NC,"1431 Brevard Rd, Asheville, NC 28806",+18287780000,http://www.carolinarvnc.com/,35.512869699999996,-82.6017751,4.9,81,RV|Tire|Engine|Trailer|Electrical
shop-nc-carolina-trailer-equipment-greensboro.html,Carolina Trailer & Equipment,Greensboro,NC,"4519 S Holden Rd, Greensboro, NC 27406",+13362920722,https://www.carolinatrailerandequipment.com/,35.9962758,-79.8293303,4.9,,Truck specialist|Tire|Engine|Trailer|Brakes|Electrical
shop-nc-carolina-trailer-repair-fabrications-llc-charlotte.html,"Carolina Trailer Repair & Fabrications, LLC",Charlotte,NC,"11701 Mt Holly Rd Building 28, Charlotte, NC 28214",+17049517756,http://www.carolinatrailerrepair.com/,35.2960367,-80.9970726,4.8,22,Roadside|24/7|Truck specialist|Tire|Trailer|Brakes|Electrical
shop-nc-central-carolina-diesel-repair-burlington.html,Central Carolina Diesel Repair,Burlington,NC,"2250 Hatchery Rd, Burlington, NC 27215",+13369070129,https://ccdieselrepair.com/,36.061709199999996,-79.4662232,4.7,,Roadside|24/7|Truck specialist|Tire|Engine|Cooling|Trailer|Brakes|Electrical
shop-nc-chapel-hill-tire-hillsborough-rd-durham.html,Chapel Hill Tire - Hillsborough Rd,Durham,NC,"2504 Hillsborough Rd, Durham, NC 27705",+19192515506,https://www.chapelhilltire.com/locations/durham-hillsborough-rd,36.0109706,-78.9277563,4.7,1154,Truck specialist|Tire|Engine|Cooling|Trailer|Brakes|Electrical
shop-nc-chapman-s-travelers-service-statesville.html,Chapman's Travelers Service,Statesville,NC,"103 C St, Statesville, NC 28677",+17048734121,,35.7928681,-80.934395,4.5,130,
shop-nc-chris-s-mobile-mechanic-hauling-service-winston-salem.html,Chris's Mobile Mechanic & Hauling Service,Winston-Salem,NC,"Asherton Ct, Winston-Salem, NC 27127",+13369862614,http://servicesatyourdoor.net/,36.0481279,-80.2759682,4.7,74,Roadside|Cooling|Brakes|Electrical
shop-nc-chucks-diesel-and-auto-repair-greensboro.html,Chucks Diesel and Auto Repair,Greensboro,NC,"7206 Cessna Dr, Greensboro, NC 27409",+13369654353,,36.085252499999996,-79.9473166,4.7,,
shop-nc-cisco-s-trailer-repair-winston-salem.html,Cisco's Trailer Repair,Winston-Salem,NC,"3640 Reed St, Winston-Salem, NC 27107",+13364734588,https://www.facebook.com/profile.php%3Fid%3D61555397193768,36.0524826,-80.2098654,5.0,47,
shop-nc-city-of-raleigh-vehicle-fleet-services-heavy-equipment-shop-parts-dept-r.html,"City of Raleigh: Vehicle Fleet Services, Heavy Equipment Shop - Parts Dept.",Raleigh,NC,"4120 New Bern Ave Office# 121, Raleigh, NC 27610",+19199965633,https://raleighnc.gov/vehicle-fleet-services,35.7953215,-78.56597699999999,,,
shop-nc-clarke-power-services-inc-wilmington.html,"Clarke Power Services, Inc.",Wilmington,NC,"6725 Netherlands Dr, Wilmington, NC 28405",+19103927220,https://www.clarkepowerservices.com/locations/wilmington-nc,34.263142,-77.836947,4.7,26,24/7|Truck specialist|Engine
shop-nc-coastal-carrier-moving-storage-company-wilmington.html,Coastal Carrier Moving & Storage Company,Wilmington,NC,"3121 Wrightsville Ave, Wilmington, NC 28403",+19109963361,https://coastalcarrier.com/nc/wilmington-movers/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dlisting%26utm_content%3Dwilmington,34.225328999999995,-77.9040905,4.9,1006,24/7
shop-nc-come-to-you-automotive-repair-mobile-mechanic-asheville.html,Come to You Automotive Repair (mobile mechanic),Asheville,NC,"2 US-74 ALT, Asheville, NC 28801",+18284240287,https://sites.google.com/view/cometoyouautomotiverepair/about-us,35.5948895,-82.5520116,4.7,329,Roadside|24/7
shop-nc-compass-rose-mobile-rv-service-chapel-hill.html,Compass Rose Mobile RV Service,Chapel Hill,NC,"Old Greensboro Rd, Chapel Hill, NC 27516",+19193917836,https://www.compassrosemobilervservice.com/,35.8960772,-79.1788576,5.0,13,Roadside|Truck specialist|RV|Engine|Electrical
shop-nc-competition-truck-repair-kernersville.html,Competition Truck Repair,Kernersville,NC,"171 Fulp Rd, Kernersville, NC 27284",+13362578124,https://www.ctrkville.com/,36.138045999999996,-80.11442699999999,4.9,266,Roadside|24/7|Truck specialist|RV|Tire|Engine|Cooling|Trailer|Brakes|Electrical
shop-nc-contreras-mobile-mechanic-llc-winston-salem.html,CONTRERAS MOBILE MECHANIC LLC,Winston-Salem,NC,"3126 S Main St, Winston-Salem, NC 27127",+13365213075,,36.0552511,-80.2400397,5.0,6,Roadside|24/7
shop-nc-corey-s-mobile-truck-trailer-repair-llc-garner.html,Corey’s Mobile Truck & Trailer Repair LLC,Garner,NC,"Jones Sausage Rd, Garner, NC 27529",+12523736107,,35.7187649,-78.58889649999999,4.1,30,Roadside|24/7
shop-nc-cottman-transmission-and-total-auto-care-greensboro.html,Cottman Transmission and Total Auto Care,Greensboro,NC,"3724 Spring Garden St, Greensboro, NC 27407",+13367423251,https://triadtransmission.com/greensboro/,36.061391,-79.8565098,4.5,522,
shop-nc-cottman-transmission-and-total-auto-care-winston-salem.html,Cottman Transmission and Total Auto Care,Winston-Salem,NC,"5350 University Pkwy C, Winston-Salem, NC 27106",+13369019060,https://triadtransmission.com/winston-salem/,36.166379899999995,-80.27753,4.3,377,Truck specialist|Engine|Cooling|Brakes
shop-nc-cox-diesel-repair-paint-llc-madison.html,Cox Diesel Repair & Paint LLC,Madison,NC,"101 N Franklin St, Madison, NC 27025",+13366139032,https://m.facebook.com/Coxautomotive/,36.3876383,-79.96206719999999,5.0,7,
shop-nc-creedmoor-diesel-welding-repair-creedmoor.html,Creedmoor Diesel & Welding Repair,Creedmoor,NC,"401 N Durham Ave, Creedmoor, NC 27522",+19195282977,,36.1206221,-78.6941549,4.7,59,
shop-nc-cummins-sales-and-service-greensboro.html,Cummins Sales and Service,Greensboro,NC,"512 Teague St, Greensboro, NC 27406",+13362754531,https://www.cummins.com/sales-and-service%3Futm_source%3DGMB%26utm_medium%3Dyext,36.031593099999995,-79.8043563,3.8,,
shop-nc-d-g-express-mobile-mechanic-wilmington.html,D&G Express Mobile Mechanic,Wilmington,NC,"1705 S 41st St, Wilmington, NC 28403",+13179542195,https://dgexpressauto.com/,34.2064137,-77.8954852,4.9,40,Roadside|Brakes
shop-nc-danny-s-transmission-repair-greensboro.html,Danny's Transmission Repair,Greensboro,NC,"3616 Miller Dr #3020, Greensboro, NC 27405",+13363172270,,36.1295879,-79.7355608,4.8,51,
shop-nc-davidson-trailer-repair-inc-lexington.html,Davidson Trailer Repair Inc,Lexington,NC,"1716 Jr Order Home Rd, Lexington, NC 27292",+13363570347,http://www.davidsontrailerrepair.com/,35.760565299999996,-80.28990189999999,4.6,40,
shop-nc-davis-towing-and-recovery-winston-salem.html,Davis Towing and Recovery,Winston-Salem,NC,"3050 Old Lexington Rd, Winston-Salem, NC 27107",+13367251341,http://www.davistowingws.com/,36.058928,-80.2259093,4.4,148,Roadside|24/7
shop-nc-deaton-truck-tire-service-inc-statesville.html,"Deaton Truck & Tire Service, Inc",Statesville,NC,"711 Tomlin Mill Rd #960, Statesville, NC 28625",+18773328660,https://deatonfleetsolutions.com/,35.908767499999996,-80.8388532,4.3,3,Roadside|Truck specialist|Trailer
shop-nc-devil-dog-diesel-and-automotive-repair-winston-salem.html,Devil Dog Diesel and Automotive Repair,Winston-Salem,NC,"124 Little Stream Ln, Winston-Salem, NC 27101",+13369955711,https://www.devildogdieselandautomotiverepair.com/,36.1065587,-80.1700631,5.0,1,Roadside|Truck specialist|Engine|Cooling|Brakes|Electrical
shop-nc-diamond-automotive-of-the-triad-kernersville.html,Diamond Automotive of the Triad,Kernersville,NC,"210 Industrial Way Dr, Kernersville, NC 27284",+13369920444,http://www.diamondautomotiveofthetriad.com/,36.1158333,-80.05633329999999,4.5,99,Truck specialist|Tire|Engine|Cooling|Brakes|Electrical
shop-nc-diesel-engine-heavy-equipment-repair-burlington.html,Diesel Engine & Heavy Equipment Repair,Burlington,NC,"1547 N Graham Hopedale Rd, Burlington, NC 27217",+13362278782,https://www.derequipment.com/,36.120667999999995,-79.408542,4.5,,Roadside|24/7|Truck specialist|Engine|Trailer|Brakes|Electrical
shop-nc-diesel-gasoline-performance-high-point.html,Diesel & Gasoline Performance,High Point,NC,"2600 Westchester Dr, High Point, NC 27262",+13368661439,,35.935162,-80.0355793,5.0,10,
shop-nc-diesel-parts-of-carolina-wilmington.html,Diesel Parts of Carolina,Wilmington,NC,"5220 US-421, Wilmington, NC 28401",+19102518202,,34.3228168,-77.99311929999999,4.6,41,
shop-nc-double-c-trailer-repair-llc-statesville.html,Double C Trailer Repair LLC,Statesville,NC,"106 Grace Lynn Dr, Statesville, NC 28677",+18285783112,,35.7492847,-80.9898795,5.0,4,
shop-nc-double-d-trailers-horse-trailers-wilmington.html,Double D Trailers (Horse Trailers),Wilmington,NC,"7719 Market St, Wilmington, NC 28404",+19104442880,https://www.doubledtrailers.com/about-us/,34.285464,-77.806995,4.7,61,Trailer
shop-nc-east-coast-autos-and-trailers-wilmington.html,East Coast Autos and Trailers,Wilmington,NC,"2535 Blue Clay Rd, Wilmington, NC 28405",+19107624555,http://www.eastcoastautosandtrailers.com/,34.2846721,-77.9142857,4.5,184,Truck specialist|Reefer|Trailer
shop-nc-eco-diesel-dynamics-by-appt-only-mocksville.html,ECO Diesel Dynamics (By Appt. Only),Mocksville,NC,"482 Cana Rd, Mocksville, NC 27028",+17049995509,https://ecodieseldynamics.com/,35.9499609,-80.5869008,5.0,19,Truck specialist|RV|Engine
shop-nc-elite-fleet-services-llc-winston-salem.html,"Elite Fleet Services, LLC",Winston-Salem,NC,"3935 W Pt Blvd #105, Winston-Salem, NC 27103",+13369343030,https://www.elitefleetservices.org/,36.038969,-80.3193398,5.0,4,Roadside|24/7|Truck specialist|Tire|Engine|Trailer|Brakes|Electrical
shop-nc-everyday-performance-auto-greensboro.html,Everyday Performance Auto,Greensboro,NC,"3500 McKnight Mill Rd, Greensboro, NC 27405",+13366863220,http://everydayperformanceauto.com/,36.128925599999995,-79.7308166,4.8,56,Tire|Engine|Brakes|Electrical
shop-nc-excel-truck-group-statesville-statesville.html,Excel Truck Group - Statesville,Statesville,NC,"2221 International Dr, Statesville, NC 28625",+17042525400,https://www.exceltruckgroup.com/locations/statesville/,35.810712699999996,-80.849103,4.6,395,Roadside|Truck specialist|RV|Engine|Trailer
shop-nc-express-mobile-truck-repair-llc-wake-forest.html,"Express Mobile Truck Repair, LLC.",Wake Forest,NC,"1304 Teacup Spring Ct, Wake Forest, NC 27587",+19196037059,,35.951842899999995,-78.4643936,3.6,13,Roadside|24/7
shop-nc-fast-lane-towing-and-recovery-asheville.html,Fast Lane Towing and Recovery,Asheville,NC,"318 Weaverville Rd, Asheville, NC 28804",+18287753674,,35.660063,-82.58131399999999,4.3,133,24/7
shop-nc-firestone-complete-auto-care-asheville-2.html,Firestone Complete Auto Care,Asheville,NC,"215 Patton Ave, Asheville, NC 28801",+18285750515,https://www.firestonecompleteautocare.com/north-carolina/asheville/215-patton-ave/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlocalmaps%26cmp%3Doloc_google_localmaps_maps,35.5935671,-82.5608171,4.0,688,Roadside|Truck specialist|Tire|Engine|Cooling|Brakes|Electrical
shop-nc-firestone-complete-auto-care-asheville.html,Firestone Complete Auto Care,Asheville,NC,"85 Tunnel Rd, Asheville, NC 28805",+18284120811,https://www.firestonecompleteautocare.com/north-carolina/asheville/85-tunnel-rd/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlocalmaps%26cmp%3Doloc_google_localmaps_maps,35.5948217,-82.53273879999999,4.1,634,Roadside|Truck specialist|Tire|Engine|Cooling|Brakes|Electrical
shop-nc-firestone-complete-auto-care-raleigh.html,Firestone Complete Auto Care,Raleigh,NC,"6000 Glenwood Ave, Raleigh, NC 27612",+19198053461,https://www.firestonecompleteautocare.com/north-carolina/raleigh/6000-glenwood-ave/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlocalmaps%26cmp%3Doloc_google_localmaps_maps,35.854853,-78.69975339999999,4.0,502,Roadside|Truck specialist|Tire|Engine|Cooling|Brakes|Electrical
shop-nc-first-response-rv-services-llc-trinity.html,"First Response RV Services, LLC",Trinity,NC,"Lynn Cir W, Trinity, NC 27370",+13366851514,http://www.frrvs.com/,35.8167257,-80.03417089999999,5.0,8,Roadside|RV|Trailer
shop-nc-fleet-truck-trailer-services-winston-salem.html,Fleet Truck & Trailer Services,Winston-Salem,NC,"235 Kapp St # B, Winston-Salem, NC 27105",+13367674333,,36.1518675,-80.2384766,4.4,9,
shop-nc-fleetpro-truck-center-inc-greensboro.html,"FleetPro Truck Center, Inc",Greensboro,NC,"150 Blue Bell Rd, Greensboro, NC 27406",+13369005597,https://www.fleetprotruckcenter.com/,36.027025699999996,-79.78728919999999,4.7,14,Roadside|Truck specialist|RV|Reefer|Tire|Engine|Cooling|Trailer|Brakes|Electrical
shop-nc-flemingfield-automotive-llc-greensboro.html,Flemingfield Automotive LLC,Greensboro,NC,"163 Flemingfield Rd, Greensboro, NC 27405",+13363758281,,36.0955672,-79.7112571,4.8,39,
shop-nc-fletcher-truck-trailer-hendersonville.html,Fletcher Truck & Trailer,Hendersonville,NC,"5707 Asheville Hwy, Hendersonville, NC 28791",+18283339877,,35.394208299999995,-82.5074004,2.4,10,
shop-nc-flow-buick-gmc-of-winston-salem-service-winston-salem.html,Flow Buick GMC of Winston-Salem - Service,Winston-Salem,NC,"1400 S Stratford Rd Ste A, Winston-Salem, NC 27103",+13367900621,https://www.flowgmauto.com/service/center.htm%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle_business_profile,36.0757796,-80.30364829999999,4.2,24,Truck specialist|Tire|Engine|Brakes|Electrical
shop-nc-flow-chevrolet-of-winston-salem-service-winston-salem.html,Flow Chevrolet of Winston Salem - Service,Winston-Salem,NC,"1400 S Stratford Rd, Winston-Salem, NC 27103",+13367607000,https://www.flowchevy.com/service%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgoogle_business_profile,36.0762952,-80.30394609999999,4.7,67,Roadside|Truck specialist|Tire|Engine|Brakes|Electrical
shop-nc-foothills-rv-repair-inc-taylorsville.html,Foothills RV Repair Inc,Taylorsville,NC,"1207 Carrigan Rd, Taylorsville, NC 28681",+18286350060,,35.8983413,-81.198256,4.7,35,
shop-nc-forsyth-tech-transportation-technology-center-winston-salem.html,Forsyth Tech Transportation Technology Center,Winston-Salem,NC,"4255 Patterson Ave, Winston-Salem, NC 27105",+13367573399,https://www.forsythtech.edu/locations/transportation-technology-center/,36.1717976,-80.2626049,4.8,67,
shop-nc-fosters-mobile-mechanic-service-winston-salem.html,Fosters Mobile Mechanic Service,Winston-Salem,NC,"3016 Corry Cir, Winston-Salem, NC 27107",,https://fostersmobilemechanicservices.weebly.com/about.html,36.0720543,-80.178722,4.8,185,Roadside
shop-nc-fsh-truck-and-trailer-service-truck-wash-statesville.html,"FSH TRUCK AND TRAILER SERVICE, TRUCK WASH",Statesville,NC,"810 Jackson St, Statesville, NC 28677",+17046576246,,35.7728728,-80.8774705,4.1,9,24/7
shop-nc-g-j-truck-tire-service-semi-truck-winston-salem.html,G&J Truck Tire Service semi truck,Winston-Salem,NC,"Old Walkertown Rd, Winston-Salem, NC 27105",+13365773728,,36.155972,-80.19785159999999,4.9,60,24/7
shop-nc-gallaher-fleet-solutions-statesville.html,Gallaher Fleet Solutions,Statesville,NC,"945-A Monroe St, Statesville, NC 28677",+17049608951,https://www.gallaherfleetsolutions.com/,35.773559899999995,-80.86461419999999,4.7,170,Roadside|Truck specialist|Engine|Cooling|Brakes|Electrical
shop-nc-general-motor-repair-service-inc-greensboro.html,General Motor Repair & Service Inc,Greensboro,NC,"2206 Westbrook St, Greensboro, NC 27407",+13362921715,http://www.generalmotorrepair.com/,36.0584443,-79.82960709999999,4.8,,Roadside|24/7|Engine
shop-nc-goodyear-commercial-tire-service-centers-winston-salem.html,Goodyear Commercial Tire & Service Centers,Winston-Salem,NC,"2885 Lowery St, Winston-Salem, NC 27101",+13367489128,http://www.goodyearctsc.com/,36.0996994,-80.19424699999999,4.4,13,Roadside|24/7|Truck specialist|Tire|Engine|Cooling|Trailer|Brakes|Electrical
shop-nc-gordon-s-radiator-a-c-service-winston-salem.html,Gordon's Radiator & A/C Service,Winston-Salem,NC,"2813 Old Lexington Rd, Winston-Salem, NC 27107",+13367889039,https://www.gordonsradiator.net/,36.0629469,-80.22573059999999,4.7,96,Roadside|Truck specialist|Engine|Cooling|Brakes
